sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim	sample1_hh	sample2_hh	HH_type	sample1_host	sample2_host
A1081	O1021	na	NZ_CP053284.1	5244439	2737196	52.1924	2713703	99.1417	2706960	99.7515	23493	0.8583	2730365	99.7504	31388	1.1467	24557	78.2369	2298	7.3213	7310	23.2892	20572	65.541	189025	54.2415	137001	61.6777	0.9672	081	021	Between	Human	Human
A1081	O1034	na	NZ_CP053284.1	5244439	2342686	44.6699	2333457	99.6061	2330660	99.8801	9229	0.3939	2339834	99.8783	14410	0.6151	11558	80.2082	3394	23.5531	6015	41.7418	3882	26.9396	189025	94.1706	228890	76.3292	0.9774	081	034	Between	Human	Human
A1081	O1045	na	NZ_CP053284.1	5244439	2743062	52.3042	2735898	99.7388	2728692	99.7366	7164	0.2612	2735809	99.7356	15777	0.5752	8524	54.028	1578	10.0019	4421	28.0218	9087	57.5965	189025	80.2492	306093	50.4507	0.9537	081	045	Between	Human	Human
A1081	P1066	na	NZ_CP067232.1	4622610	2089067	45.1924	2084337	99.7736	2080307	99.8067	4730	0.2264	2084990	99.8048	10325	0.4942	6248	60.5133	1825	17.6755	3499	33.8886	4309	41.7337	20808	100	30825	51.8281	0.9952	081	066	Between	Human	Animal
A1081	P1076	na	NZ_CP067232.1	4622610	2461803	53.2557	2456808	99.7971	2455328	99.9398	4995	0.2029	2460306	99.9392	8690	0.353	7193	82.7733	2630	30.2647	2851	32.8078	2613	30.069	20808	100	91239	24.8983	0.9847	081	076	Between	Human	Animal
A1081	P1110	na	NZ_CP067232.1	4622610	2623493	56.7535	2619140	99.8341	2612166	99.7337	4353	0.1659	2616490	99.7331	13355	0.5091	6352	47.5627	2243	16.7952	4243	31.7709	6368	47.6825	20808	100	71734	29.0225	0.9889	081	110	Between	Human	Animal
A1081	P2005	na	NZ_CP067232.1	4622610	3257977	70.4792	3245952	99.6309	3244344	99.9505	12025	0.3691	3256335	99.9496	16581	0.5089	14939	90.0971	3703	22.3328	3281	19.7877	8390	50.6001	20808	100	48626	39.1766	0.9925	081	005	Between	Human	Animal
A1081	S1083	na	NZ_CP067232.1	4622610	2216297	47.9447	2206880	99.5751	2203590	99.8509	9417	0.4249	2212937	99.8484	13810	0.6231	10450	75.6698	1526	11.05	3879	28.0883	7371	53.3744	20808	100	18097	100	0.9994	081	083	Between	Human	Environment
A1083	C1034	na	NZ_CP045206.1	4944436	3650811	73.8368	3647997	99.9229	3616207	99.1286	2814	0.0771	3618965	99.1277	36144	0.99	4298	11.8913	1700	4.7034	2686	7.4314	31457	87.0324	123089	49.058	225916	15.2402	0.941	083	034	Between	Human	Human
A1083	C1076	na	NZ_CP045206.1	4944436	3754938	75.9427	3752413	99.9328	3747146	99.8596	2525	0.0672	3749649	99.8591	9722	0.2589	4433	45.5976	2117	21.7754	4255	43.7667	2895	29.7778	123089	53.9114	138083	48.5541	0.9735	083	076	Between	Human	Human
A1083	C1083	na	NZ_CP045206.1	4944436	4228117	85.5126	4222775	99.8737	4222081	99.9836	5342	0.1263	4227413	99.9833	11470	0.2713	10766	93.8622	6174	53.8274	1009	8.7969	3092	26.9573	123089	94.9955	110296	100	0.9967	083	083	Within	Human	Human
A1083	O1020	na	NZ_CP045206.1	4944436	4283016	86.6229	4278721	99.8997	4275933	99.9348	4295	0.1003	4280211	99.9345	12461	0.2909	9656	77.4898	6021	48.3188	1901	15.2556	4008	32.1644	123089	88.302	108472	86.4656	0.9899	083	020	Between	Human	Human
A1083	P1111	na	NZ_CP045206.1	4944436	2560087	51.7771	2555548	99.8227	2551888	99.8568	4539	0.1773	2556398	99.8559	9291	0.3629	5602	60.2949	1177	12.6682	2116	22.7747	5699	61.3389	123089	53.9114	145220	46.1169	0.9715	083	111	Between	Human	Animal
A1084	A1092	na	NZ_CP075627.1	4966561	2374423	47.8082	2371059	99.8583	2361176	99.5832	3364	0.1417	2364497	99.582	15017	0.6324	5091	33.9016	1890	12.5857	4268	28.4211	8474	56.4294	166593	64.2902	118288	79.1298	0.9798	084	092	Between	Human	Human
A1084	C1004	na	NZ_CP011134.1	5000386	1125300	22.5043	1122470	99.7485	1118203	99.6199	2830	0.2515	1120986	99.6166	7356	0.6537	3042	41.354	344	4.6765	5978	81.267	884	12.0174	186482	24.5686	34060	59.222	0.9638	084	004	Between	Human	Human
A1084	C1090	na	NZ_CP011134.1	5000386	756662	15.1321	751834	99.3619	748757	99.5907	4828	0.6381	753534	99.5866	8368	1.1059	5240	62.6195	745	8.903	3469	41.4555	3572	42.6864	186482	57.2356	123571	81.4924	0.9774	084	090	Between	Human	Human
A1084	D1042	na	NZ_LR882052.1	4569920	551268	12.063	548769	99.5467	546157	99.524	2499	0.4533	548640	99.5233	5612	1.018	2984	53.1718	569	10.139	2160	38.489	2763	49.2338	101112	76.0652	97383	79.1935	0.9869	084	042	Between	Human	Animal
A1084	D1058	na	NZ_LR882052.1	4569920	466390	10.2056	464605	99.6173	462364	99.5177	1785	0.3827	464140	99.5176	4257	0.9128	2007	47.1459	333	7.8224	2235	52.5018	1497	35.1656	101112	78.5357	80518	86.0292	0.9885	084	058	Between	Human	Animal
A1084	O1004	na	NZ_CP075627.1	4966561	2577500	51.8971	2569093	99.6738	2563016	99.7635	8407	0.3262	2571364	99.7619	15681	0.6084	9545	60.8698	1587	10.1205	6181	39.4171	7117	45.3861	166593	66.1835	224202	71.3201	0.9648	084	004	Between	Human	Human
A1084	O1005	na	NZ_LR882052.1	4569920	493739	10.8041	492456	99.7401	490373	99.577	1283	0.2599	491649	99.5767	3530	0.715	1440	40.7932	185	5.2408	2352	66.6289	838	23.7394	101112	39.9448	34405	100	0.9834	084	005	Between	Human	Human
A1084	O1030	na	NZ_CP075627.1	4966561	3005725	60.5192	3002892	99.9057	2991644	99.6254	2833	0.0943	2994439	99.6245	15903	0.5291	4617	29.0323	1997	12.5574	6769	42.5643	6803	42.7781	166593	78.6762	279837	66.597	0.9606	084	030	Between	Human	Human
A1084	O1053	na	NZ_CP011134.1	5000386	778007	15.5589	774160	99.5055	770483	99.525	3847	0.4945	774292	99.5225	8100	1.0411	4385	54.1358	838	10.3457	4186	51.679	2750	33.9506	186482	51.1706	96282	69.1313	0.9695	084	053	Between	Human	Human
A1084	O1064	na	NZ_LR882052.1	4569920	495545	10.8436	493788	99.6454	491866	99.6108	1757	0.3546	493612	99.6099	3844	0.7757	1911	49.7138	218	5.6712	2072	53.9022	1432	37.2529	101112	51.3342	67515	69.0558	0.9814	084	064	Between	Human	Human
A1084	O1069	na	NZ_LR882052.1	4569920	75254	1.6467	74891	99.5176	74563	99.562	363	0.4824	74923	99.5602	769	1.0219	438	56.9571	90	11.7035	319	41.4824	331	43.0429	101112	83.8526	108010	78.5612	0.9892	084	069	Between	Human	Human
A1084	P1030	na	NZ_CP075627.1	4966561	2544216	51.2269	2541300	99.8854	2534677	99.7394	2916	0.1146	2537549	99.738	10523	0.4136	3856	36.6435	1132	10.7574	7012	66.635	2165	20.574	166593	62.8466	190607	60.0786	0.9654	084	030	Between	Human	Animal
A1084	P2051	na	NZ_LR882052.1	4569920	218538	4.7821	218136	99.8161	216577	99.2853	402	0.1839	216975	99.2848	2270	1.0387	707	31.1454	331	14.5815	990	43.6123	935	41.1894	101112	100	186903	59.877	0.9773	084	051	Between	Human	Animal
A1084	S1055	na	NZ_CP075627.1	4966561	2391924	48.1606	2353409	98.3898	2347785	99.761	38515	1.6102	2386167	99.7593	44725	1.8698	38968	87.128	1045	2.3365	6142	13.7328	36004	80.5008	166593	64.355	205677	57.7328	0.9657	084	055	Between	Human	Environment
A1084	S1109	na	NZ_CP011134.1	5000386	847443	16.9476	839021	99.0062	835160	99.5398	8422	0.9938	843524	99.5376	12499	1.4749	8580	68.6455	532	4.2563	5356	42.8514	6238	49.908	186482	29.598	41635	100	0.9699	084	109	Between	Human	Environment
A1084	W1064	na	NZ_CP075627.1	4966561	3050181	61.4143	3047230	99.9033	3046621	99.98	2951	0.0967	3049567	99.9799	10642	0.3489	10028	94.2304	7576	71.1896	1577	14.8186	1039	9.7632	166593	83.815	210531	85.614	0.9793	084	064	Between	Human	Environment
A1085	C1038	na	NZ_CP022279.1	4907118	3468154	70.676	3464255	99.8876	3461862	99.9309	3899	0.1124	3465747	99.9306	17908	0.5164	15501	86.5591	11836	66.0934	2086	11.6484	2965	16.5568	327116	62.4879	146224	96.4643	0.9547	085	038	Between	Human	Human
A1085	C2068	na	NZ_CP022279.1	4907118	3916073	79.8039	3914382	99.9568	3912674	99.9564	1691	0.0432	3914354	99.9561	17407	0.4445	15688	90.1247	14210	81.6338	1483	8.5196	1113	6.394	327116	78.1026	258077	82.9989	0.9623	085	068	Between	Human	Human
A1085	O1021	na	NZ_CP022279.1	4907118	2546924	51.9026	2538928	99.6861	2537186	99.9314	7996	0.3139	2545172	99.9312	16703	0.6558	14951	89.5109	7077	42.3696	1239	7.4178	7881	47.1831	327116	69.4668	207883	75.389	0.9461	085	021	Between	Human	Human
A1085	O1042	na	NZ_CP022279.1	4907118	3777433	76.9786	3774783	99.9298	3772480	99.939	2650	0.0702	3775114	99.9386	17760	0.4702	15441	86.9426	13216	74.4144	1926	10.8446	1771	9.9718	327116	72.3627	221091	79.7065	0.9552	085	042	Between	Human	Human
A1085	O1045	na	NZ_CP022279.1	4907118	3875406	78.9752	3871310	99.8943	3868392	99.9246	4096	0.1057	3872470	99.9242	20148	0.5199	17212	85.4278	13477	66.89	2183	10.8348	3192	15.8428	327116	66.8885	214883	86.9361	0.9585	085	045	Between	Human	Human
A1085	O1060	na	NZ_CP022279.1	4907118	4022431	81.9714	4020730	99.9577	4019496	99.9693	1701	0.0423	4021190	99.9691	20290	0.5044	19049	93.8837	18119	89.3001	1115	5.4953	736	3.6274	327116	85.1212	288141	88.3272	0.9715	085	060	Between	Human	Human
A1090	C1030	na	NZ_CP022959.1	4746918	2136073	44.9992	2133230	99.8669	2125441	99.6349	2843	0.1331	2128259	99.6342	11601	0.5431	3787	32.6437	983	8.4734	2686	23.1532	7634	65.8047	173347	73.0246	224038	43.6038	0.9563	090	030	Between	Human	Human
A1092	A1098	na	NZ_LR134231.1	4594692	1210688	26.3497	1205263	99.5519	1200786	99.6285	5425	0.4481	1206167	99.6266	10803	0.8923	6282	58.1505	1004	9.2937	3416	31.6208	6074	56.2251	61818	76.756	61832	78.4545	0.9921	092	098	Between	Human	Human
A1092	C1009	na	NZ_LR134231.1	4594692	2948569	64.1734	2942436	99.792	2937945	99.8474	6133	0.208	2944046	99.8466	11758	0.3988	7235	61.5326	1245	10.5885	2986	25.3955	7220	61.405	61818	71.5018	53202	88.7147	0.994	092	009	Between	Human	Human
A1092	C1011	na	NZ_CP049852.1	4993321	3412412	68.3395	3399393	99.6185	3399217	99.9948	13019	0.3815	3412235	99.9948	13258	0.3885	13081	98.665	646	4.8725	6179	46.6058	6449	48.6423	82730	0	0	0	0.9834	092	011	Between	Human	Human
A1092	C1033	na	NZ_LR134231.1	4594692	3235721	70.423	3232651	99.9051	3227839	99.8511	3070	0.0949	3230871	99.8501	8603	0.2659	3753	43.6243	791	9.1945	4442	51.6332	3203	37.2312	61818	90.1356	75077	87.1119	0.9942	092	033	Between	Human	Human
A1092	C1038	na	NZ_LR134231.1	4594692	816831	17.7777	812194	99.4323	809276	99.6407	4637	0.5677	813872	99.6377	7985	0.9776	5026	62.943	607	7.6018	3272	40.9768	3334	41.7533	61818	48.2578	39077	61.9828	0.9885	092	038	Between	Human	Human
A1092	C1092	na	NZ_CP049852.1	4993321	3185394	63.7931	3170258	99.5248	3170078	99.9943	15136	0.4752	3185214	99.9943	15422	0.4841	15242	98.8328	521	3.3783	5809	37.667	9109	59.065	82730	84.7685	58403	81.715	0.9907	092	092	Within	Human	Human
A1092	D1060	na	NZ_LR134231.1	4594692	3095478	67.3707	3087262	99.7346	3083269	99.8707	8216	0.2654	3091444	99.8697	12967	0.4189	8933	68.8903	938	7.2337	4476	34.5184	6981	53.8367	61818	68.3199	42940	86.6442	0.992	092	060	Between	Human	Animal
A1092	O1004	na	NZ_CP075627.1	4966561	2241054	45.1229	2233539	99.6647	2225758	99.6516	7515	0.3353	2233205	99.6498	16338	0.729	8489	51.9586	1346	8.2385	8816	53.9601	5316	32.5376	118288	43.3755	224202	45.4479	0.9511	092	004	Between	Human	Human
A1092	O1004	na	NZ_LR134231.1	4594692	2772102	60.3327	2765934	99.7775	2760660	99.8093	6168	0.2225	2766775	99.8078	12442	0.4488	7115	57.1853	1181	9.492	4155	33.395	6566	52.7729	61818	77.3561	46667	100	0.9953	092	004	Between	Human	Human
A1092	O1030	na	NZ_CP075627.1	4966561	2477116	49.8759	2474021	99.8751	2462661	99.5408	3095	0.1249	2465721	99.54	16608	0.6705	5213	31.3885	2231	13.4333	9045	54.4617	5029	30.2806	118288	73.1807	279837	44.0942	0.9535	092	030	Between	Human	Human
A1092	O1038	na	NZ_LR134231.1	4594692	3696856	80.4593	3695089	99.9522	3689187	99.8403	1767	0.0478	3690932	99.8398	9114	0.2465	3190	35.0011	1483	16.2717	4347	47.6959	3100	34.0136	61818	79.671	118258	48.757	0.9819	092	038	Between	Human	Human
A1092	O1108	na	NZ_LR134231.1	4594692	1183712	25.7626	1181655	99.8262	1177961	99.6874	2057	0.1738	1180003	99.6867	6754	0.5706	3045	45.0844	1064	15.7536	3148	46.6094	2312	34.2316	61818	87.2206	88781	66.8195	0.9897	092	108	Between	Human	Human
A1092	P1004	na	NZ_LR134231.1	4594692	1939687	42.2158	1937652	99.8951	1933465	99.7839	2035	0.1049	1935483	99.7833	6743	0.3476	2539	37.6539	546	8.0973	4641	68.8269	1394	20.6733	61818	77.3561	67840	75.0029	0.9924	092	004	Between	Human	Animal
A1092	P1005	na	NZ_LR134231.1	4594692	1799977	39.1751	1792450	99.5818	1789799	99.8521	7527	0.4182	1797289	99.8507	10856	0.6031	8168	75.2395	893	8.2259	3073	28.3069	6220	57.2955	61818	66.8915	32957	100	0.9936	092	005	Between	Human	Animal
A1092	P1020	na	NZ_LR134231.1	4594692	3513142	76.4609	3510823	99.934	3499002	99.6633	2319	0.066	3501298	99.6629	15767	0.4488	3923	24.8811	1668	10.5791	3882	24.621	9969	63.227	61818	71.5018	88599	54.3121	0.9863	092	020	Between	Human	Animal
A1092	P1021	na	NZ_LR134231.1	4594692	2469162	53.7394	2462517	99.7309	2459075	99.8602	6645	0.2691	2465671	99.8586	10657	0.4316	7166	67.2422	844	7.9197	3865	36.2672	4648	43.6145	61818	77.3561	57519	87.3311	0.9945	092	021	Between	Human	Animal
A1092	P1030	na	NZ_CP075627.1	4966561	2090402	42.0895	2087501	99.8612	2079254	99.6049	2901	0.1388	2082123	99.604	12103	0.579	3824	31.5955	1042	8.6094	9117	75.3284	1722	14.2279	118288	43.3755	190607	48.0465	0.958	092	030	Between	Human	Animal
A1092	P1038	na	NZ_LR134231.1	4594692	1787165	38.8963	1784124	99.8298	1780668	99.8063	3041	0.1702	1783670	99.8044	7192	0.4024	3697	51.4043	798	11.0957	3285	45.6758	2697	37.5	61818	77.3561	42619	100	0.9942	092	038	Between	Human	Animal
A1092	P1055	na	NZ_LR134231.1	4594692	1180649	25.6959	1178470	99.8154	1175137	99.7172	2179	0.1846	1177284	99.715	6131	0.5193	2766	45.115	707	11.5316	3588	58.5223	1539	25.1019	61818	77.3561	47164	100	0.9952	092	055	Between	Human	Animal
A1092	P1084	na	NZ_LR134231.1	4594692	2356666	51.2911	2354836	99.9223	2352241	99.8898	1830	0.0777	2354054	99.8892	4987	0.2116	2375	47.6238	607	12.1716	2661	53.3587	1603	32.1436	61818	79.671	116509	56.0686	0.9823	092	084	Between	Human	Animal
A1092	P1090	na	NZ_LR134231.1	4594692	3743793	81.4808	3741952	99.9508	3736516	99.8547	1841	0.0492	3738332	99.8541	8671	0.2316	3210	37.02	1432	16.5148	4812	55.4953	2311	26.6521	61818	90.1356	92755	60.7256	0.9886	092	090	Between	Human	Animal
A1092	P2066	na	NZ_LR134231.1	4594692	2413431	52.5265	2411142	99.9052	2407487	99.8484	2289	0.0948	2409739	99.847	6729	0.2788	3037	45.133	828	12.3049	3171	47.1244	2445	36.3353	61818	66.8915	53230	77.2515	0.9927	092	066	Between	Human	Animal
A1092	P3031	na	NZ_LR134231.1	4594692	338542	7.3681	336519	99.4024	334253	99.3266	2023	0.5976	336249	99.3227	5065	1.4961	2772	54.7285	871	17.1964	2021	39.9013	1835	36.229	61818	70.6348	65131	73.2754	0.9913	092	031	Between	Human	Animal
A1092	P3092	na	NZ_LR134231.1	4594692	2432145	52.9338	2420786	99.533	2417688	99.872	11359	0.467	2428998	99.8706	14927	0.6137	11780	78.9174	734	4.9173	3987	26.71	9097	60.9433	61818	66.8915	41192	100	0.9954	092	092	Within	Human	Animal
A1092	S1019	na	NZ_LR134231.1	4594692	1773500	38.5989	1771243	99.8727	1767857	99.8088	2257	0.1273	1770097	99.8081	6259	0.3529	2856	45.6303	683	10.9123	3217	51.398	2161	34.5263	61818	70.6348	65915	72.8104	0.9911	092	019	Between	Human	Environment
A1092	S1030	na	NZ_LR134231.1	4594692	2640059	57.4589	2636682	99.8721	2632180	99.8293	3377	0.1279	2635517	99.828	9138	0.3461	4596	50.2955	1352	14.7954	3419	37.4152	3963	43.3684	61818	90.1356	67621	86.1951	0.9958	092	030	Between	Human	Environment
A1092	S1055	na	NZ_CP075627.1	4966561	1952235	39.3076	1918979	98.2965	1912121	99.6426	33256	1.7035	1945247	99.6421	40848	2.0924	33860	82.8927	1135	2.7786	8160	19.9765	29939	73.2937	118288	65.4733	205677	52.8965	0.9627	092	055	Between	Human	Environment
A1092	W1064	na	NZ_CP075627.1	4966561	2485032	50.0353	2481913	99.8745	2470528	99.5413	3119	0.1255	2473602	99.54	16549	0.6659	5119	30.9324	2119	12.8044	8926	53.9368	5138	31.0472	118288	79.1298	210531	72.7256	0.9708	092	064	Between	Human	Environment
A1092	W1110	na	NZ_LR134231.1	4594692	3762463	81.8872	3760531	99.9487	3755082	99.8551	1932	0.0513	3756981	99.8543	8745	0.2324	3263	37.3128	1392	15.9177	4877	55.769	2348	26.8496	61818	68.5868	82294	61.0883	0.9863	092	110	Between	Human	Environment
A1093	A1098	na	NZ_CP060061.1	5326222	686418	12.8875	679869	99.0459	669682	98.5016	6549	0.9541	676133	98.5016	17502	2.5498	7217	41.2353	1054	6.0222	3655	20.8833	12007	68.6036	186577	47.0278	185971	49.7443	0.9599	093	098	Between	Human	Human
A1093	A1119	na	NZ_CP060061.1	5326222	1218746	22.882	1210973	99.3622	1206477	99.6287	7773	0.6378	1214224	99.629	13067	1.0722	8545	65.3937	1151	8.8084	6261	47.9146	5137	39.3128	186577	58.9081	193301	71.7596	0.9689	093	119	Between	Human	Human
A1093	C1019	na	NZ_CP098201.1	5160718	4243044	82.2181	4237789	99.8762	4236956	99.9803	5255	0.1238	4242200	99.9801	8145	0.192	7301	89.6378	2423	29.7483	2796	34.3278	2644	32.4616	111487	82.6706	114623	79.0758	0.9908	093	019	Between	Human	Human
A1093	C1058	na	NZ_CP098201.1	5160718	4100173	79.4497	4084280	99.6124	4079657	99.8868	15893	0.3876	4095480	99.8855	20971	0.5115	16278	77.6215	616	2.9374	4263	20.3281	15919	75.9096	111487	28.9648	85528	40.7001	0.9742	093	058	Between	Human	Human
A1093	C1080	na	NZ_CP025849.1	4818782	315821	6.554	315084	99.7666	311976	99.0136	737	0.2334	312690	99.0086	4355	1.3789	1224	28.1056	527	12.101	2264	51.9862	1465	33.6395	147536	60.4802	142267	63.8391	0.9751	093	080	Between	Human	Human
A1093	C1093	na	NZ_CP060061.1	5326222	3109449	58.38	3097464	99.6146	3097112	99.9886	11985	0.3854	3109093	99.9886	14832	0.477	14476	97.5998	2896	19.5254	11280	76.0518	350	2.3598	186577	71.9279	270928	60.6161	0.9611	093	093	Within	Human	Human
A1093	C2068	na	NZ_CP060061.1	5326222	2065162	38.7735	2055741	99.5438	2039466	99.2083	9421	0.4562	2048820	99.2087	26283	1.2727	9941	37.8229	685	2.6062	6170	23.4753	17531	66.7009	186577	76.906	419015	29.949	0.9288	093	068	Between	Human	Human
A1093	D1021	na	NZ_CP025849.1	4818782	2144220	44.4971	2142361	99.9133	2126456	99.2576	1859	0.0867	2128295	99.2573	18030	0.8409	2105	11.675	303	1.6805	16615	92.152	982	5.4465	147536	35.6042	65578	79.975	0.9769	093	021	Between	Human	Animal
A1093	D1093	na	NZ_CP025849.1	4818782	1965770	40.7939	1958950	99.6531	1945227	99.2995	6820	0.3469	1951981	99.2985	21065	1.0716	7276	34.5407	698	3.3136	13906	66.0147	4620	21.9321	147536	33.7701	51339	74.8398	0.9745	093	093	Within	Human	Animal
A1093	O1011	na	NZ_CP060061.1	5326222	1483712	27.8567	1475055	99.4165	1473454	99.8915	8657	0.5835	1482077	99.8898	10902	0.7348	9267	85.0028	1000	9.1726	7311	67.0611	2255	20.6843	186577	49.4648	141390	62.7604	0.9705	093	011	Between	Human	Human
A1093	O1092	na	NZ_CP060061.1	5326222	3062226	57.4934	3049585	99.5872	3047875	99.9439	12641	0.4128	3060496	99.9435	15660	0.5114	13930	88.9527	1593	10.1724	11974	76.4623	1791	11.4368	186577	70.6352	293475	57.1684	0.9547	093	092	Between	Human	Human
A1093	O1108	na	NZ_CP060061.1	5326222	649524	12.1948	644649	99.2495	638589	99.06	4875	0.7505	643399	99.057	11551	1.7784	5426	46.9743	769	6.6574	3685	31.902	6288	54.4368	186577	8.7251	134494	13.5932	0.9457	093	108	Between	Human	Human
A1093	O1109	na	NZ_CP098201.1	5160718	3413809	66.1499	3402228	99.6608	3399557	99.9215	11581	0.3392	3411115	99.9211	15166	0.4443	12472	82.2366	1248	8.2289	3514	23.1702	10045	66.2337	111487	35.7252	74599	53.6455	0.9792	093	109	Between	Human	Human
A1093	P3066	na	NZ_CP025849.1	4818782	2054956	42.6447	2051982	99.8553	2036568	99.2488	2974	0.1447	2039478	99.2468	19155	0.9321	3677	19.196	817	4.2652	14724	76.8677	3133	16.356	147536	67.9163	123507	72.14	0.9803	093	066	Between	Human	Animal
A1093	S1024	na	NZ_CP025849.1	4818782	328894	6.8253	327092	99.4521	324011	99.0581	1802	0.5479	325781	99.0535	5399	1.6416	2286	42.3412	575	10.6501	2991	55.3991	1583	29.3202	147536	20.4757	30447	100	0.9754	093	024	Between	Human	Environment
A1093	W1019	na	NZ_CP098201.1	5160718	3927376	76.1013	3917170	99.7401	3916374	99.9797	10206	0.2599	3926569	99.9795	13039	0.332	12232	93.8109	2328	17.8541	3009	23.0769	7448	57.1209	111487	63.7716	78836	88.589	0.9897	093	019	Between	Human	Environment
A1098	A1109	na	NZ_AP022261.1	4907327	2951128	60.1372	2882005	97.6577	2875591	99.7774	69123	2.3423	2944615	99.7793	75924	2.5727	69411	91.4217	1315	1.732	65721	86.5616	7863	10.3564	33059	0	24259	0	0.9883	098	109	Between	Human	Human
A1098	A1119	na	NZ_CP060061.1	5326222	705153	13.2393	698999	99.1273	686468	98.2073	6154	0.8727	692532	98.2102	19945	2.8285	7324	36.721	1428	7.1597	14326	71.8275	3551	17.804	185971	47.9338	193301	53.5046	0.9595	098	119	Between	Human	Human
A1098	C1009	na	NZ_LR134231.1	4594692	1006135	21.8978	1000549	99.4448	996497	99.595	5586	0.5552	1002042	99.5932	10179	1.0117	6086	59.7898	621	6.1008	5218	51.2624	4144	40.7113	61832	50.042	53202	56.0768	0.9878	098	009	Between	Human	Human
A1098	C1033	na	NZ_AP022261.1	4907327	2880602	58.7	2817487	97.809	2812091	99.8085	63115	2.191	2875119	99.8097	68963	2.394	63480	92.0494	620	0.899	65117	94.4231	2644	3.8339	33059	100	112521	27.0803	0.9826	098	033	Between	Human	Human
A1098	C1033	na	NZ_LR134231.1	4594692	1153558	25.1063	1148456	99.5577	1144651	99.6687	5102	0.4423	1149696	99.6652	9285	0.8049	5423	58.406	436	4.6957	6497	69.9731	2208	23.7803	61832	68.7055	75077	54.9116	0.988	098	033	Between	Human	Human
A1098	C1038	na	NZ_LR134231.1	4594692	505260	10.9966	500406	99.0393	497774	99.474	4854	0.9607	502578	99.4692	7756	1.5351	5074	65.4203	416	5.3636	4241	54.6802	2707	34.902	61832	71.5875	39077	100	0.9935	098	038	Between	Human	Human
A1098	C1093	na	NZ_CP060061.1	5326222	843434	15.8355	838841	99.4554	825772	98.442	4593	0.5446	830306	98.4435	18567	2.2014	5439	29.2939	1018	5.4828	15705	84.5856	1587	8.5474	185971	53.9396	270928	46.9173	0.9476	098	093	Between	Human	Human
A1098	C1108	na	NZ_AP022261.1	4907327	2484062	50.6195	2420207	97.4294	2417377	99.8831	63855	2.5706	2481217	99.8855	66900	2.6932	64055	95.7474	1873	2.7997	54132	80.9148	11121	16.6233	33059	0	16742	0	0.9899	098	108	Between	Human	Human
A1098	C1109	na	NZ_AP022261.1	4907327	2821761	57.501	2758663	97.7639	2753102	99.7984	63098	2.2361	2816108	99.7997	68970	2.4442	63317	91.8037	687	0.9961	63050	91.4166	4138	5.9997	33059	0	63644	0	0.9803	098	109	Between	Human	Human
A1098	C2068	na	NZ_CP060061.1	5326222	418770	7.8624	415825	99.2968	406175	97.6793	2945	0.7032	409068	97.6832	13547	3.2349	3845	28.3827	1014	7.4851	8292	61.2091	4067	30.0214	185971	100	419015	42.6429	0.9385	098	068	Between	Human	Human
A1098	D1060	na	NZ_CP041359.1	5320024	3446604	64.7855	3407829	98.875	3403525	99.8737	38775	1.125	3442245	99.8735	43615	1.2654	39256	90.0057	1180	2.7055	35165	80.6259	6677	15.309	87530	24.2922	112901	27.7571	0.9702	098	060	Between	Human	Animal
A1098	D1060	na	NZ_LR134231.1	4594692	1127836	24.5465	1120411	99.3417	1117624	99.7513	7425	0.6583	1125009	99.7493	10655	0.9447	7828	73.4679	632	5.9315	5939	55.7391	3644	34.1999	61832	70.3729	42940	78.123	0.9917	098	060	Between	Human	Animal
A1098	O1004	na	NZ_LR134231.1	4594692	1029181	22.3993	1022618	99.3623	1018414	99.5889	6563	0.6377	1024918	99.5858	11291	1.0971	7028	62.2443	677	5.9959	5526	48.9416	4616	40.8821	61832	68.7055	46667	79.793	0.9924	098	004	Between	Human	Human
A1098	O1011	na	NZ_CP060061.1	5326222	618904	11.6199	613022	99.0496	600945	98.0299	5882	0.9504	606747	98.0357	18444	2.9801	6287	34.087	760	4.1206	14821	80.3568	2372	12.8606	185971	58.3354	141390	54.0745	0.9668	098	011	Between	Human	Human
A1098	O1038	na	NZ_LR134231.1	4594692	1277068	27.7944	1272273	99.6245	1266216	99.5239	4795	0.3755	1270960	99.5217	11475	0.8985	5367	46.7712	625	5.4466	7506	65.4118	3194	27.8344	61832	90.251	118258	55.1354	0.9835	098	038	Between	Human	Human
A1098	O1049	na	NZ_CP041359.1	5320024	3522306	66.2085	3485392	98.952	3482490	99.9167	36914	1.048	3519378	99.9169	40246	1.1426	37318	92.7247	671	1.6672	35759	88.8511	3404	8.458	87530	58.9912	135836	34.4857	0.9732	098	049	Between	Human	Human
A1098	O1090	na	NZ_AP022261.1	4907327	2942346	59.9582	2872262	97.6181	2866823	99.8106	70084	2.3819	2936837	99.8128	75891	2.5793	70382	92.7409	1768	2.3297	65033	85.6926	8858	11.672	33059	0	8010	0	0.9916	098	090	Between	Human	Human
